Comment,Sentiment
There is a reason why he became a pilot. He is an amazing person. It was such a romantic video.,Positive
The editing is very impressive I learned a lot from it.,Positive
Seeing Nolan happy is making me happy,Positive
"Even though you don't need it you have a shampoo."""" then showcases the shiny bald head is crazy"",Neutral"
It was a pleasure!!!Team Water,Positive
that's definitely not a child,Neutral
What a crazy thing, you're a millionaire, man.,Positive
Ian was so smart with reading the book about rocks, definitely helped A LOT. Lenny put in the hard work too. They both were so smart, I underestimated Ian. He's great at drawing and he's an empath,Positive
Chandler literally aura farmed!!,Positive
Amazing! Congrats!!!,Positive
I would definitely pick shower,Neutral
The coach is so nice I felt sorry for him,Positive
bro was happy,Positive
AMAZING video, Armando the best,Positive
This shows hard work pays,Positive
Next challange underwater,Neutral
This is pretty cool. Congrats.,Positive
I was literally in tears after hearing the news,Positive
“Turned down a Lamborghini, eh whatever I got a bed”,Neutral
Imagine spending over k for your date then they say no,Neutral
you should do a group of soldiers for days but they have to do the hardest military challenges ever for K money,Neutral
Nolan bro staring at them kiss,Neutral
"""This shows that people can do anything for money. It also shows that there’s nothing money can’t do. And it proves that money is above all power."",Negative"
Damnit Nolan,Neutral
I love how they include him in videos now,Positive
comebacks,Positive
Am I the only one who excited to see the $ always,Positive
Wow,that’s incredible!,Positive
This one kept giving me chills!,Positive
It shows how much they needed a friendship and that people these days have to value it because it is harder to make friends because most people wouldve taken it,Positive
I've lived in Colorado for years, always wanted to see whats inside Cheyenne Mountain. Incredible!,Positive
Wow , congratulations!!,Positive
Im so happy for nolan.I hope they stay together.,Positive
I love how the YouTubers got together to help those in need. THERE IS STILL HOPE IN HUMANITY.,Positive
Changing world with team water,Positive
Who missed the coach,Positive
Honestly love them both definitely should be brought back for future challenges!,Positive
Josh’s motorcycle… sacrificed for love again,Positive
Every Date was wholesome Nolan's first date was funny at the start,Positive
this is one of the Airbnb’s that Ryan Trahan stayed in for the states in days series,Neutral
How he stealth, he's really talented lol,Neutral
he did it for himself and the coach , true compassion and friendship,Positive
Would you do it for Nolan’s mom?,Neutral
It's so heartwarming to see them together again!,Positive
WHERE IS EDDIE HALL AT,Neutral
MICHAEL DON'T LEAVE ME HERE AHH,Neutral
I don't think people understand how long days actually is because of short this video is. months and days. That's insane,Neutral
This is one of the most inspirational videos I’ve ever seen,Positive
Changing the world with Team Water!,Positive
we did it? Lol ..yeah,Neutral
nice handshake,Positive
The way he comforts himself when he loses the lambo,Neutral
from a , dollar island to a . million dollar jet is a crazy transition over time in the money spent over a single vid,Positive
A beautiful video.,Positive
This is the proper way calling the viewers poor,Negative
I'm a corrections officer and that set was pretty legit. Awesome video as always!!,Positive
Insanely inspiring,Positive
holy refresh pull,Neutral
Love the use of beast games guards!,Positive
Is it me or this is actually insane?,Positive
You are Alive bro,Neutral
he is DEFO crackin tonight,Neutral
The next video should be $ wedding vs million$ wedding,Neutral
The last part of the video makes me cry,Positive
Congratulations,Positive
I was in tears Did not expect that at all. What a beautiful soul he was,Positive
bro got to far,Neutral
Nolan finally locked in,Positive
Thank you so much all creators,Positive
The Mill one brought back Memories,Positive
This is the best part ever!!!!!!!!,Positive
very nice video,Positive
This man is testing all the hypothetical questions we had in our math books growing up... and I'm here for it.,Positive
a blast from the past,Positive
Thank you so much for the partnership! We’re truly happy to be part of this amazing project alongside the Team Water community.,Positive
Even alan becker joined,Positive
Salute kind men,Positive
Lol container,Neutral
I want this Challenge,Neutral
One of the satisfactions of having a lot of money is helping others in need.,Positive
this was rlly motivating, proves what dedication can do,Positive
UNDER HOUR CLUB,Neutral
I love you guys,Positive
Nolans nukes,Neutral
Hello, congratulations,Positive
Love you mrbeast,Positive
Yeah, congrats on mil!,Positive
nice handshake,Positive
Now strongest Man vs child,Neutral
……… don’t… do.. it….. '!!!!!!!!!!!!,Neutral
You have MORE Then one million bro!,Positive
IT VERY FUNNY YOUR STYLE OF VIDEO I LOVE THAT,Positive
this video makes me wanna cry love you coach,Positive
Bless you guys,Positive
Truly honored to be a part of this,Positive
was crazy,Positive
The military is so kind to support creators,Positive
I didn't think this video will be very emotional,Positive
It's really amazing,Positive
Right,Neutral
Hey Mrbeast quick question i do love your videos can I get a cookie.,Positive
years is crazy, congrats!,Positive
I am always wondering, if taking all the money and splitting it after the video is allowed? It would make so much sense so often...,Neutral
That was amazing,Positive
days with old people in a gaming room and young people in a room with rocking chairs,Neutral
They are so cute together!,Positive
Aloo gang attendance,Neutral
How many people here want to participate in such challenges?,Neutral
The best transformation I've ever seen.,Positive
Once again, we have shown that friendship is the best,Positive
brooooo,Neutral
Probably the most heart warming video I’ve seen,Positive
Ts is so crazy i subbed in . Insane growth beast. You’re a beast,Positive
Nolan's face loll,Neutral
All those who want to be on the next video here,Neutral
I’ve always wondered how do people get picked for these videos because I could easily do months on a jet for the jet and an additional half a million dollars,Neutral
It would be really cool if you made a video about the best water parks in the world. I recommend Siam Park, it's the best.,Neutral
that’s so sweetttt,Positive
Colin Furze is not preparing for nuclear fallout , he is prepping for a zombie apocalypse,Neutral
was crazy,Positive
Congratulations brother,Positive
Happy years! You’ve been great!!!,Positive
Powerful message, beautiful execution. Glad to play a role,Positive
"""Coach was side by side with me, and now, he isnt here"" im so sorry for your loss.,Positive"
Bed over lamborghini is crazy,Neutral
The Best Episode of All Time,Positive
The co pilot is the goat he did all this and didn’t even get a plane,Neutral
this man knows how to deescalate a problem.,Positive
He didnt lost coach, he lost a friend.,Positive
i really love you,Positive
The rock challenge was so exciting 'TEAM WORK IS THE KEY',Positive
Nolan has to v Justin Herbert in a QB drill for Madison,Neutral
Coach Wall is one of the people who always motivated you and encouraged you to do your best, he's a legend,Positive
This is really proud moment for every man he set goal before yrs now achieved it way ahead than that goal is really crazy keeps it man you are doing great and lot more wishes to you to reach Billion subs on yt,Positive
Oh happy,Positive
LOVE THIS!,Positive
Very beautiful video,Positive
Thanku for . subscriber,Positive
Genuinely cried when i herd the news, the bond u can have with a stranger is insane..,Positive
Chandler is literally goated at every sport,Positive
How proud would I be to watch this video now? That's really amazing.,Positive
Moral of the video: communication, understanding is important in a relationship.,Positive
Crazy,Positive
meanwhile there's a pilot in another video during this one,Neutral
Legendary . We all need that kind of dedication and obsession to achieve what we are dreaming.,Positive
Such an Incredible years.Congrats bro!!!! Legend..,Positive
Government Creators,Positive
This video is the best example of what happens when you focus on a clear goal.,Positive
Bro is so jacked,Positive
Thanks you,Positive
it's so cute,Positive
Mrbeast Aloo khaoge,Neutral
Genuinely the most heartwarming and motivational video I have ever watched on this platform,Positive
MICHAEL DON'T LEAVE ME HERE AHH,Neutral
Do a love island inspired challenge with Huda!!!,Neutral
I admire the determination it took to achieve this. So proud of you!,Positive
Congratulations!! On hitting the M dude .,Positive
welcome to the million club XD,Positive
It's really amazing,Positive
Mrbeast is the king of youtubers,Positive
Nice video bro,Positive
What fuels your passion?,Neutral
Thank you,Positive
Druski’s part took me out,Positive
I volunteer for the quit smoking challenge !! Been trying to quit for years,Neutral
Survive the World’s Largest Escape Room, how bout that for a challenge,Neutral
Mrbeast plz do potatoes challenge plz,Neutral
"You don't just make videos, you make experiences for millions. Absolute LEGEND!"",Positive"
bro is getting ready for zombie apocalypse,Neutral
How he stealth, he's really talented lol,Neutral
We made the right person famous,Positive
the women’s react about not showering,Neutral
proud of Ian for doing the right thing. he earned a friend for life.,Positive
So nice seeing them togerther,Positive
Coach wall isn't a coach, it's the legend.,Positive
Coach Wall was genuinely the most kind and supportive person i have erver seen,Positive
Money and influence can do wonders,Neutral
Coah Wall is one of the best ppl to have in your life, what a legend,Positive
The exPrisoner is definitely The OG of this challenge,Neutral
Coach wall was more than a coach he was a hero a inspiration and most of all a friend,Positive
Amazing,Positive
This video was sad but awesome at the same time.,Positive
what a fantastic video was it,Positive
we gave fame to the right person, incredible,Positive
"""i think its lower yeah"" ,Positive"
OMG THIS CHALLENGE WAS BRUTAL!!! Glad that Ian did the right thing by not stealing all the money.,Positive
Thanks for making a difference!,Positive
This was a genius way to get a personal pilot for a hundred days,Positive
We LOVE this, thank you for using this platform to help,Positive
Love from assam ram ram,Positive
days alone with AI,Neutral
Colin Furze is not preparing for nuclear fallout , he is prepping for a zombie apocalypse,Neutral
Now we await the W Speed edits,Positive
And people really thought a gorilla would be able to beat grown men.,Neutral
I can’t believe it’s been years bro, insane,Positive
shed a tear for coach wall,Positive
He's actually goated!,Positive
Armando you played it right Congrats on the new jet!!,Positive
This is the best way to promote doordash,Positive
Airack I see u at,Neutral
I stay for life,Neutral
a very harmonious and adorable couple, this video will become history in your life,Positive
Just watching to support Coach Wall,Positive
The Mill one brought back Memories,Positive
hours in space next challenge,Neutral
days till the next big event,Neutral
you already had your Lamborghini just with wings,Neutral
Hey Mrbeast quick question i do love your videos can I get a cookie.,Positive
brother you video really nice,Positive
the villan arc,Neutral
It is crazy how far this man has come. Unbleavble goodjob,Positive
Dude said no to a shower but yes to a gym,Neutral
Don't worry you 're still alive Congratulations,Positive
“days? Bro I can barely survive hours in economy class.”,Neutral
Under hour gang,Neutral
meanwhile there's a pilot in another video during this one,Neutral
Bro has the courage to ask about UFOs, glad they made it out alive!,Neutral
I love how they include him in videos now,Positive
Congratulations to all of you. Orkun, you are our pride and joy.,Positive
Congrats brother,Positive
Tareq could’ve started ww,Neutral
"I can't believe y'all sandbagged Nolan's ""full circle"" joke. That was great.,Positive"
Dude... the last challenge is brutal. Imagine being in that position.,Neutral
Thank you team for helping people love from Nepal,Positive
Congrats on mill. man,Positive
You are the best YouTuber,Positive
Inspiring . Congrats on such a amazing journey,Positive
Love from assam ram ram,Positive
Tom was the dinner of the night it is said,Neutral
Damn! you got it.,Positive
This guy’s story telling skills have gone to another level,Positive
airack,Neutral
They stuck together I’m so happy for them both,Positive
“Yk what’s crazy , you “ is wild,Neutral
I can't wait for the wedding series from $ wedding to $ million wedding,Neutral
That’s the kindness u help the world,Positive
Congrats,Positive
Under hour,Neutral
It’s honestly calming to see Mrbeast actually happy,Positive
WAIT EVERY SATURDAY??? WE GETTING WEEKLY UPLOADS FROM THE BEASTTTTTTTTTTTTTTTTT!!!!!!!!,Positive
Proud of lan for doing the right. he earned a friend for life.,Positive
he’s definitely a gamer,Neutral
Glad to be a part of this..Thanks.,Positive
Bro, you have reached % more of your goal,Positive
happy years! congrats!!,Positive
Bro is just trying to get a personal pilot for days,Positive
Congrats,Positive
the marketing level,Positive
I saw that coming,Positive
Super Beast,Positive
no takesees backsees,Neutral
"""Its fun winning"" Is just perfect,Positive"
Nah both of them just trolling each other is gold fr,Positive
Your going to what,Neutral
Losing the coach almost made me cry, but seeing him finish made me happier,Positive
Bro you've become the biggest youtuber in the world,Positive
airack this was way to obvious,Neutral
Who’s WE????,Neutral
Coach wall has been helping him everyday and he was supporting him and helping him lose weight and honesty, and confidence,Positive
"Even though you don't need it, you have a shampoo."""" then showcases the shiny bald head is crazy"",Neutral"
I love nolans mom,Neutral
Nolan & Madison was next level,Positive
Omg it's the first time I opened this app at the right time!!,Neutral
Who wants to be part of Mrbeast video,Neutral
Don’t worry your still alive,Neutral
I love how the YouTubers got together to help those in need. THERE IS STILL HOPE IN HUMANITY.,Positive
Bros doing plane hostage vids now,Neutral
He was really a great coach. I'm sad for him. I was deeply affected.,Positive
Without a doubt a great lesson that effort has the result you want over time,Positive
Cool,Positive
was freakinngly incredible,Positive
Nolan has so much aura after than,Positive
Him bringing out bible versus was amazing,Positive
So I would revive days buried alive or if it's better underwater in a submarine,Neutral
From $ straight to $k date? Skipped all of us bro lol,Neutral
Congrats man!,Positive
Nothing beats a Jet Holiday! wow inspire,Positive
OMG THIS CHALLENGE WAS BRUTAL!!! Glad that Ian did the right thing by not stealing all the money.,Positive
Honestly bringing the people from past videos was great,Positive
The rock challenge was so exciting 'TEAM WORK IS THE KEY',Positive
was epic,Positive
Jimmy’s casually bringing couples back together,Positive
Aloo is on top,Neutral
MICHAEL DON'T LEAVE ME HERE AHH,Neutral
THIS IS EXCELLENT,Positive
yo what,Neutral
Chandler is literally everyones favourite,Positive
OH THE FLASHBACKS,Positive
The best video of them all,Positive
Coach Wall will always be with you,Positive
Those two are now brothers for life you can see it in their eyes and that's just amazing to me,Positive
I'd love to do one of these type of these challenges!,Neutral
Love see you both! Mrbeast,Positive
After being stuck for days, he finally stepped off the jet only to get right back on!,Neutral
I love Lucia,Positive
Coach Wall is probably one of the kindest person I've ever seen.,Positive
Don't worry bro, u still alive and now u are comming to reach M subscriber,Positive
The way a coach rejects another is very touching.,Positive
Finally not showering pays off for someone,Positive
oh its had been months? this video motivated me diet down KG = lbs now!,Positive
These videos just gets crazier and crazier,Positive
Soo cute . . .,Positive
Nolans Nuke and Karls TNT at LOL,Positive
Congratulations on more than mill,Positive
If you had taken me in this video, I would have spent a year there.,Neutral
"You don't just make videos, you make experiences for millions. Absolute LEGEND!"",Positive"
"""I love this video"" ,Neutral"
Bro got dawged I think,Neutral
U should do a underwater challenge,Neutral
The videos are getting more more insane, but we love it,Positive
How beautiful moment you guys made..,Positive
Nice to see Colin there, been following him for years,Positive
coach wall isn't just a coach! he's a story!,Positive
He will be there dont worry hes with you still,Neutral
Mrbeast is slowly turning into mrjigsaw,Negative
Congratulations, you made it.,Positive
The ending is so heartwarming,Positive
I also want to challenge,Neutral
Yes,Neutral
Humanity still exists, love this video.,Positive
I am a big fan of the hazer.,Positive
the villan arc,Neutral
coach wall will be in our hearts,Positive
havent seen him being so happy in a video ever,Positive
Bro do the challenge of spending days as a astronaut pllsss,Neutral
Bro do the challenge of spending days as a astronaut pllsss,Neutral
she was willing to cut the chain to feet and lose $, to open a mystery door, but wouldn't shorten the chain to ft for bros mental health lmao,Negative
Nolan just sitting on a beach chair got me laughing on the inside,Positive
Imagine goin home to that pillow princess,Neutral
W Rizz,Positive
Yooooo the set is,Positive
I have to say, I love the way you merge other previous videos with this video, so cool!,Positive
Bro went from gaslighting, to getting help, to fixing himself all in days, kudos to them, he won more than just money.,Positive
The most emotional video I have ever seen.,Positive
Congrats for mil. Didn't even notice omg,Positive
I can literally learn English through your videos. It is so useful when I can both study and entertain!,Positive
Dude said no to a shower but yes to a gym,Neutral
bro just casually has a junk jet,Neutral
Was great to see Colin in your video, been following him for years!! Awesome creator and builder.,Positive
million views in hours is crazy,Positive
Congrats on reaching M subs,Positive
Bro is a problem,Neutral
It's so heartwarming to see them together again!,Positive
I love supporting small content creators,Neutral
Your dad and Coach Wall are proud of you, Majd.,Positive
It's really amazing how time has flown,Positive
AYOOO JIDION,Neutral
Bro o Ronaldo wasn’t even trying,Neutral
Happy th anniversary! And Success!,Positive
man if i was locked in there being able to play only tetris and minesweeper, i would prepare to become tetris champion lol,Neutral
"""Money can't buy love."" Mrbeast:,Neutral"
Nolan just sitting on a beach chair got me laughing on the inside,Positive
Do a challenge where the last person to leave a giant maze wins $,,,Neutral
Glad to be part of this, hope we reach the goal and surpass it!,Positive
Over million view in hours is insaneee,Positive
This is so wholesome,Positive
Awesome,Positive
With Clash, I could survive any of these challenges,Neutral
happy years! congrats!!,Positive
Congratulations. You got Million and multiplied it by !,Positive
He is not youtuber he is hero,Positive
I am a big fan of the hazer.,Positive
What a beautiful couple,Positive
Jimmy’s casually bringing couples back together,Positive
Alooo(potato) farming challenge you should do,Neutral
Hello, congratulations,Positive
Its great to be part of this project,Positive
Wow... It`s amazing,Positive
create similar challenges for excavator operators would be more difficult,Neutral
Insanely inspiring,Positive
Getting ex couple together and locking them up,thats crazy,Positive
Bro the h with Nolan for unlimited DoorDash was literally a huge gift,Positive
the part where they had to find a solution in the library and apply that knowledge to break the rock faster was incredible,Positive
I love how they include him in videos now,Positive
Happy diwali guys,Neutral
The way you present is very impressive I will come back to watch it again.,Positive
Be blessed and continue to support humanity hand-pink-wavinghand-pink-waving,Positive
Congratulations,Positive
I actually thought Josh was a supervillain for a sec,Neutral
Nolan with Maddison is killing me, the awkwardness LOLL,Positive
i love this bc it shows you how if you set your mind to a goal you can really accomplish so much! now i'm thinking about where i want to be in years,Positive
Proof that money can bring happiness,Positive
Coach Wall we love you,Positive
the yard mentioned,Neutral
Congrats bro!,Positive
Proud To be involved,Positive
Wow, this is insane. I LOVE YOUR VIDEOS,Positive
I'd love to do one of these type of these challenges!,Neutral
The “table” of briefcases of money. LOL,Neutral
Thank you team for helping people love from Nepal,Positive
i'm sorry what did the boy just say ??? Anyone heard that too ?????,Neutral
This video was sad but awesome at the same time.,Positive
spend more time with your loved ones. happy to see beast happy haha,Positive
Tareq's face,Neutral
Thank youuu,Positive
it was magical,Positive
At is that a Fortnite animation,Neutral
best moment,Positive
One of the most influential video I have ever seen I started the same thing here and I lost around .kg /month,Positive
This is so wholesome,Positive
LIFE IS ROBLO?,Neutral
I absolutely LOVE her accent,Positive
i really love you,Positive
You are an inspiration to all creators out there !!,Positive
Congrats on the mil bro,Positive
Nice video,Positive
was so funny,Positive
bro was rage baiting her,Negative
The Cheyenne one is just absolutely crazy. Stargate vibes but even better !,Positive
Mrbeast really out here creating the most beautiful friendships and changing lives.,Positive
was so funny,Positive
They are so cute together!,Positive
Congrats bro, you did it, we love you from Brazil!,Positive
Bro gone through character development throughout the whole video,Positive
AYOOO JIDION,Neutral
Yeah,Neutral
Coach Wall - is the most wonderfull person who i've seen,Positive
I hope you reached your goal!,Positive
Next challenge: Climb mount everest.,Neutral
Roast of Hershey is fantastic,Positive
He helps more than the government. What a hero!,Positive
The most determination I've ever seen, this story was beautiful,Positive
Congrat's for predicting six seven!,Positive
Nolan: “HEHEHEHEHEHE ” Madison:,Neutral
I love to see many YouTubers come together and help the world,Positive
Hardwork and consistency can truly take you somewhere else Congrats on your journey,Positive
this challenge is crazy,Positive
speed really made the most crazy comeback,Positive
nah this wasn't a joke,Neutral
He'll be able to make a fortune with that jet,Neutral
“We did it”who is we,Neutral
Nice shot,Positive
Do a challenge where someone has to quit smoking and alcohol ?,Neutral
Do a challehge where someone has to quit smoking,Neutral
Khaled's mentality is so goated,Positive
HE’S READING FOURTH WING OMG,Neutral
Coach wall wasn’t just a coach, he was a brother and defining figure in this man’s transformation,Positive
This is one the greatest video from mrbeast i have ever seen,Positive
So far the craziest vid I've seen...lol,Positive
Making him more happy,Positive
Nothing beats a Jet Holiday!,Positive
That’s very sad I you always have a blessing heart and he was so kind,Positive
This is brilliant,Positive
make sumeone quit drinking,Neutral
What if you put a student and a teacher together for days,Neutral
I love that Majd is in the videos more and more! He's so awesome!,Positive
calmest speed we have ever seen,Positive
Dude... the last challenge is brutal. Imagine being in that position.,Neutral
Comeback Of Speed Is Insane,Positive
I loved that with all these temptations he chose to be as comfortable as possible with her.,Positive
Eternal memory to the Coach Wall,Positive
"“Even tho you don't need it but it's come with shampoo"" pure violence,Neutral"
AMAZING video, Armando the best,Positive
Mrbeast legendary assist,Positive
Coach Wall was not a coach he was a legend,Positive
Nolan’s jokes are,Neutral
POLAND MENTIONED RAAAHHHHHHHH,Neutral
It really hurts when the closest person leaves without saying anything... What a traged ...,Positive
Probably the most heart warming video I’ve seen,Positive
The editing in this video is on top dude,Positive
Bro these videos are the difference between wild and borderline INSANE!,Positive
The content is amazing I learned a lot from it.,Positive
I wonder if there'll be a years, years and years versions?,Neutral
Do a challenge where someone has to quit smoking and alcohol ?,Neutral
You changed alot man congrats,Positive
Bros metal strength is on another level...,Positive
Bro gone through character development throughout the whole video,Positive
You just about passed the m mark. Congrats!,Positive
All those who want to be on the next video here,Neutral
Thanks for including us on your magical date night! This was super heart-warming.,Positive
It's so heartwarming to see them together again!,Positive
I love these videos,Positive
I stay for life,Neutral
Do a challenge where you have three addicts, one to smoking, one to drinking, and one to videogames and have them all work together to see if they can survive without them for days,Neutral
I think you got a little more than million,Positive
Thanks for taking us on the date!,Positive
You are truly proof of the power of believing and achieving. This is a manifesto,Positive
I love Coach wall. He was just the best. This made me tear up so much.,Positive
Happy years!Congratulations,Positive
I'm happy for Nolon, now he's happy,Positive
Over million views in hour is crazy.,Positive
Bro is really very big and kind hearted,Positive
All of y’all are true heroes,Positive
he is awesome,Positive
we have a dragon fan right there, Iron Flame, Onyx Storm and Eragon, thats some very nice reading material right there.,Neutral
Sometimes love takes a break just to prove it was strong enough to return.,Positive
Coach wall will always be a legend,Positive
This shows hard work pays,Positive
Excited to work with you guys,Positive
you should do a group of soldiers for days but they have to do the hardest military challenges ever for K money,Neutral
Love this,Positive
"Even though you don't need it, you have a shampoo."""" then showcases the shiny bald head is crazy"",Neutral"
dude the coach didn't make him lose hope it made him gain inspartion,Positive
Nothing beats a JetYou Holiday!,Positive
“ no taksies backsies” bros a millionaire,Neutral
So money can buy happiness,Neutral
That’s the kindness u help the world,Positive
Aloo is the winner,Neutral
They get a ton of money and a relationship, life couldn’t get any better,Positive
Happy for Nolan,Positive
Guys here who want Space video,Neutral
Love u BEAST..,Positive
l love that you use your influence to help people.,Positive
The history test grade is now the world's biggest mystery,Neutral
The passing of Coach Wall motivated me to start taking care of myself again... so in honor for Coach Wall, I, no, we, must all get fit.,Positive
Your are great person beast big big thankyou from Nepal,Positive
Finally our legend is back,Positive
Proud of msbeast humanity,Positive
Coach Wall isn't just a coach he was a legend and inspiration,Positive
you’re doing great,Positive
Fantastic,Positive
Glad Chandlers back.,Positive
This the most I've seen me beast smile a lot he truly loves her so much.,Positive
this is unreal,Positive
All of y’all are true heroes,Positive
Thanks for taking us on the date!,Positive
Hello, congratulations,Positive
YOU SUPERMEN MRJIMMI,Positive
This is definitely the most touching video I have ever seen.,Positive
Speed can do anything for ronaldo,Positive
Nolan out here fumbling the bag.,Negative
Nice to see, they bonded, friends for life.,Positive
This man is saving the world as a youtuber, Such a kind and wholesome man,Positive
You are fantástic...,Positive
Bro that hug really felt me cry,Positive
what was that sound???,Neutral
What was your score in that history test?,Neutral
Congrats brother,Positive
years later, and you're the most subscribed Youtuber in all the land!,Positive
Too much,Positive
Kayla Had to get the , as a consolation prize An sorry alone is not enough,Neutral
Can I just say, the cameraman is the greatest third wheeler I ever seen,Positive
That was a Blast from the Past and great seeing Colin Furze.,Positive
Fantastic,Positive
Congratulations, I hope all humanity will be happy,Positive
Honestly love them both definitely should be brought back for future challenges!,Positive
the difference between k and k is crazy,Neutral
Love see you both! Mrbeast,Positive
Thanks for helping people,Positive
Coach you are the man,Positive
You just about passed the m mark. Congrats!,Positive
Nolan making an amazing debut,Positive
he replaced Hersey's with feastables got me rolling,Positive
one of the best mrbeast video for a while,Positive
Jet Holiday is the best!! Nothing can beats it!!,Positive
Coach R. I. P COACH I LOVE YOU COACH,Positive
coach wall was probably one of the kindest people lhave ever seen .,Positive
Congrats!,Positive
A non track teenager nearly beat the fastest woman in the world,Positive
average unc outfit,Neutral
Coach wall was genuinely one of the most supportive and kind people I have ever seen,Positive
:,Neutral
The Cheyenne one is just absolutely crazy. Stargate vibes but even better !,Positive
Thanks for allowing us to be a part of this collaboration,Positive
The way a coach rejects another is very touching.,Positive
Legendary it’s BACKKKKKKK,Positive
Bros doing plane hostage vids now,Neutral
editors were edging us bruh,Neutral
Congrats on M,Positive
A Coach wall is not just a coach, he is a legend who inspires people,Positive
Congrats broski,Positive
THANKYOU FOR GIVING COLIN THE GOAT SO MUCH SCREEN TIME !!!!,Positive
years is crazy, congrats!,Positive
Beyond amazing actually,Positive
Coach Wall will remain a legend in our hearts,Positive
the cloak of invisibility,Neutral
Congrats on mill. man,Positive
FREE PALESTINE,Neutral
Love you,Positive
The videos are getting more & more insane, but we love it,Positive
The best video that i saw in few years make me cry,Positive
He didn't lose hope, he Gained inspiration,Positive
This is one of the best social experiments I have ever experienced,Positive
You fed me = happy woman,Neutral
Seeing Nolan happy with her love is actually happy heart warming to see, This video is so amazing,Positive
Do a video when you visit space for first time,Neutral
What a wonderful experience! Thank you so much for having us!,Positive
this was rlly motivating, proves what dedication can do,Positive
Lots of love for coach wall,Positive
He's actually goated!,Positive
The best video ever emotional,physical,inspirational, determination,mindset,goals,consistency,Positive
All of y’all are true heroes,Positive
"I Better have M subs"" and got M, Insane"",Positive"
one of the best mrbeast video for a while,Positive
I can’t believe this,Neutral
This is not only the saddest but the most inspiring video I’ve watched so far,Positive
That’s some wild challenges!,Positive
Nah both of them just trolling each other is gold fr,Positive
THANKYOU FOR GIVING COLIN THE GOAT SO MUCH SCREEN TIME !!!!,Positive
I hope you reached your goal!,Positive
I absolutely LOVE her accent,Positive
Thank you so much .k,Neutral
This might be the most motivational video I have ever seen. Coach Wall,Positive
Such a legend you are!,Positive
or am???,Neutral
we have a dragon fan right there, Iron Flame, Onyx Storm and Eragon, thats some very nice reading material right there.,Neutral
I'm a Spanish speaker, but I love your content and you're truly a role model, Beast. Congratulations, we wish you the best!,Positive
Congrats man!,Positive
Dude the coach was the kindest person I ever seen,Positive
This is honestly so inspiring,Positive
I wonder if there'll be a years, years and years versions?,Neutral
The rock challenge was so exciting 'TEAM WORK IS THE KEY',Positive
Even if we can't donate, let's support this video so more people can see it and help.,Positive
From preparing to history exams to now making History in humanity Insane achievement thala....,Positive
very strong person! beautiful video! thank you very much for this video!,Positive
Nice to see Colin there, been following him for years,Positive
days living without technology.,Neutral
Coach Wall Lives for Ever, through this video R.I.P.,Positive
The best motivation video to ever watch. Lesson: persistence is key!,Positive
Humanity still exists, love this video.,Positive
I need a blooper reel immediately,Neutral
Can you lock me in one of these rooms for days so I can quit smoking , vaping, and drinking??,Neutral
So nice seeing them togerther,Positive
" $ for no shower no brainer"""" sm clip that"", Neutral"
Nolan has so much aura after than,Positive
Thank you guys for the compassion you have for others,Positive
Daym years . That little boy is now biggest youtuber in the world,Positive
That amazing,Positive
Ian learned from the past. Love him for that.,Positive
The way Nolan laughed had me rolling on the floor .,Positive
Congrats broski,Positive
IT VERY FUNNY YOUR STYLE OF VIDEO I LOVE THAT,Positive
I donated today! I’m super excited about giving,Positive
finally happy ending,Positive
Wow,that is intense Bat he will be set for life if he wins,Positive
The content is amazing I learned a lot from it.,Positive
days living without technology.,Neutral
Insane challenge. Either could have betrayed the other. And they didn’t. Love it!,Positive
I can’t believe this,Neutral
watching this at AM , and motivating me !! if we all just lock in for one year, and push harder we can get these results !,Positive
Over million views in hour is crazy.,Positive
You are legendary! A story of a hero,Positive
Bro, you have reached % more of your goal,Positive
Ian got a life sentence when it comes to getting a friend.,Positive
Made me shed tears best video you have ever made !!!,Positive
I love supporting small content creators,Neutral
$ wedding vs. $ million dollar wedding,Neutral
We made the right person famous,Positive
Damn he really loves her, love to see you both!!,Positive
The coach will be in our memories,Positive
What a challenge,Neutral
Absolutely incredible,Positive
Proud to be a part of this one <,Positive
The coach will be in our memories,Positive
An Absolute Legend,Positive
I am very sad for the coach This might be the most motivational video l have ever seen Coach wall,Positive
KISS,Neutral
Happy Year's anniversary,Positive
Coach Wall was a Legend, inspirational, and Motivating person. you will always be remembered.,Positive
Love from assam ram ram,Positive
Coach Wall will always be with us,Positive
Simone’s in the cockpit,Neutral
"Oh"""""",Neutral"
TEAMWATER!,Positive
WE NEED A PART 2 WITH NOLAN AND MADISON,Neutral
I was not expecting that, Coach Wall was so kind and will be remembered.,Positive
CONGRATS!!!!!,Positive
How important it is to have a coach in life who changes your entire life.,Positive
Bro the h with Nolan for unlimited DoorDash was literally a huge gift,Positive
the coach is a legend...,Positive
This was a genius way to get a personal pilot for a hundred days,Positive
ryan trahan's days series nostalgia (missle silo),Positive
I love watching young creators. Hope you get million subs,Positive
Amazing to see how far you've come, happy year anniversary,Positive
Nolan's date was the best part,Positive
THAT WAS PERSONAL,Neutral
Proud of lan for doing that right thing earned a friend for life,Positive
Beautiful couple,Positive
The Cheyenne Mountain complex and the base used for the Stargate SG series are incredible.,Positive
Nolan: “HEHEHEHEHEHE ” Madison:,Neutral
Bro just burned money but he's still chill,Positive
this is very big,Neutral
